column_num,sentence,index,overall
88041,"These are AMAZING pants: Soft, non-wrinkly, BEAUTIFUL COLOR, good craftsmanship on sewing, and I am so comfy in it.",88041,5
88041,I just ordered a 2nd pair in black.,88041,5
88041,Totally recommend this nice company.,88041,5
88042,this scarf was so warm and so cute with a plain tee shirt or an ivory Ella shirt.,88042,5
88042,it makes me feel so warm and I love it to death!,88042,5
88042,stylish and cute!,88042,5
88043,I'm in love these Leggings!,88043,5
88043,Thanks,88043,5
88044,I get compliments on these where ever I go!,88044,5
88044,They are so bad ass in real life and comfy.,88044,5
88045,"good quality, looks expensive.",88045,5
88046,Lovely bag for party.,88046,5
88047,My girlfriend loves it!,88047,5
88048,a tad bit bigger than expected but an amazing shirt,88048,5
88049,This product is amazing.,88049,5
88049,everything about it screams luxury.,88049,5
88049,I love it.,88049,5
88050,Loved it!,88050,5
88050,"It fit well, and was absolutely darling!",88050,5
88050,I received many compliments on my taste in hats at the tea party!,88050,5
88051,Love it!,88051,5
88052,"I ordered according to the size chart, and it fits perfectly.",88052,5
88052,"If you are wanting it to be a little loose, I suggest going up a size.",88052,5
88053,Excellent belt.,88053,5
88054,More comfortable than a regular bra,88054,5
88055,Darling and well made coat.,88055,5
88055,"I am usually a women's medium, this XL is a perfect fit in shoulders, sleeve length.",88055,5
88056,I always find that photo reviews will help me decide on the product that I am interested in buying.,88056,5
88056,"I followed someone else's review that was about the same height and weight as me, and I'm so happy I did!",88056,5
88056,"I'm 5'5 and 130lbs, and purchased a size medium.",88056,5
88056,Hopefully this helps someone like it helped me.,88056,5
88056,It fits perfect!,88056,5
88056,"I love how you can also adjust the jacket to your liking, I have enough room to put a sweater underneath.",88056,5
88056,"I will be wearing this for all the chilly seasons, it will go adorable with absolutely anything.",88056,5
88056,"If you're hesitating on buying, don't.",88056,5
88056,Just do it!,88056,5
88057,Beautiful and well made!,88057,5
88058,Love this ring!,88058,5
88058,A quality piece.,88058,5
88058,I wear it regularly and get compliments all the time!,88058,5
88058,!,88058,5
88059,I wore this dress to a masquerade party and received many compliments.,88059,5
88060,Has also black rynstones,88060,5
88061,Great set of chain and bracelet.,88061,5
88061,Great price too!,88061,5
88062,AWESOME HOOPS.,88062,5
88062,CUT FOR MEN.,88062,5
88063,THIS IS THE BEST SHIRT IN EXISTENCE AT THE MOMENT.,88063,5
88063,PLZ ORDER THIS TO FULFILL YOURSELF.,88063,5
88064,I love my top,88064,5
88065,good design and color little jarger fit but would rather have large than small side.,88065,5
88066,I didn't have the same experience as others in that mine came fully shaped and has lasted through the last 3 months of rehearsing a dance.,88066,5
88066,"The shape has held up well, the fit is perfect for an 11 year old girl, and the quality is high.",88066,5
88067,Super happy,88067,5
88068,Look great.,88068,5
88069,"Purchased for my girlfriend for her BD!  """,88069,5
88069,"I "" fell in love with it...lol.",88069,5
88069,So did she....VERY BEAUTIFUL!,88069,5
88069,"It was shipped VERY promptly, great packaging, well made, great quality!",88069,5
88070,"Very pretty, Goes with nearly everything.",88070,5
88071,I had a pair of these forty years ago when I went to college in Wisconsin.,88071,5
88071,I love them but didn't think they made these anymore until I found them on Amazon.,88071,5
88071,"Northern Winters are very cold, and I will never be without a pair of your EAR MITTS again.",88071,5
88072,worth it,88072,5
88073,This is gorgeous!,88073,5
88073,"I haven't worn it yet so I can't comment on how durable it is or if the rhinestones will stay on, so I will comment again after my wedding.",88073,5
88073,"But as far as the appearance and quality, it looks great!",88073,5
88073,And for the price you can't beat it!,88073,5
88074,"These jeans are super nice I love them,  they fit perfectly and I get compliments about them.",88074,5
88074,"I ordered the pink color,  it's a nice soft pink color, now I need the khaki color,  I need every color.",88074,5
88074,Great for the summer.,88074,5
88074,"I have to also mention that the material is soft and stretchy,  very comfortable.",88074,5
88074,"I'm 5'5  155lbs , I'm very ""hippy"" with big butt and I ordered the size 7 and it fits just right.",88074,5
88075,Love the print; fit just right.,88075,5
88076,"Fit was great, padding was great for long rides, legs stay where they are supposed to be and don't ride up!!",88076,5
88076,!,88076,5
88077,Great shirt!,88077,5
88077,Love it!,88077,5
88078,Fits as expected.,88078,5
88078,It's light and comfortable.,88078,5
88079,Bought size 12 months for my 20-pounder and they are terrific!,88079,5
88079,"They fit him and he still has room to grow, so we will get plenty of use out of them.",88079,5
88079,He's been using these for months now and is warm throughout the night.,88079,5
88079,"They've also stayed soft after being washed about twice a week, so this is definitely a product I'd recommend to anyone looking for alternatives to sleep sacks!",88079,5
88080,Got me through nine months and I was even able to wear one pair of pre pregnancy jeans all the way through because of this!,88080,5
88081,Cute dress and accurate sizing.,88081,5
88082,Very happy with this item.,88082,5
88083,This is the coolest looking necklace ever!,88083,5
88083,It looks great with any solid top.,88083,5
88083,Totally blown away by it.,88083,5
88084,Bought it a while ago and hasn't broken like my other chains I like it.,88084,5
88085,"My husband is Large, but I read the reviews before that I buy it and bought the XL, which fits him perfectly...",88085,5
88086,This is a beautiful pendant.,88086,5
88086,"The colors, in person, are as vivid as the product image.",88086,5
88086,"The chain is the weight of inexpensive costume jewelry, but is sturdy and bright.",88086,5
88086,"Although I purchased it as the centerpiece of bedroom mirror decor for spiritual reasons, I'd have few concerns about the necklace breaking with repeated wear.",88086,5
88087,Great shirt but size up.,88087,5
88088,It runs small but per other reviews I expected that and ordered larger.,88088,5
88088,"I ordered an XL and wear S/M normally (I'm 5'4"" 115lbs for reference).",88088,5
88088,Very comfortable and cute.,88088,5
88088,Definitely made for small chested people add this will literally be the very first swimsuit ice owned since puberty to actually fit my practically flat chest,88088,5
88089,Great travel bag.,88089,5
88089,Fits everything I need.,88089,5
88089,The door hanger is a sweet bonus.,88089,5
88090,Very happy with the looks of this coverup.,88090,5
88091,Great jacket.,88091,5
88091,Had a wee problem with original order but seller made everything right and was very thorough and courteous.,88091,5
88092,I didn't expect to look this good!,88092,5
88092,Looks exactly like in the picture!,88092,5
88092,I love how it fits and isn't uncomfortable!,88092,5
88092,This corset comes with invisible straps.,88092,5
88092,I got this for to wear at a costume club and I got many compliments!,88092,5
88093,Cute,88093,5
88094,"This belt is beautiful, exactly as shown.",88094,5
88094,My daughter will be using it to add a little bling to her 8th grade graduation dress next month.,88094,5
88094,Great price too!,88094,5
88095,"Great, fits like a glove",88095,5
88096,excellent orthopedic inserts prescribed by my doctor.,88096,5
88097,Gorgeous on my 17 year old!!,88097,5
88097,"fits perfect, and dress is well-made!",88097,5
88097,!,88097,5
88098,Excellent quality!,88098,5
88099,Bought a larger size so my 3rd generation cousin will be able to wear for Easter.,88099,5
88099,Mother is very pleased and loves that it is purple.,88099,5
88100,Love it best belt I have ever owned,88100,5
88101,Great quality for the price.,88101,5
88101,"Still looks good after many washes , fits true to size .",88101,5
88101,My husband was very happy when I got him this shirt.,88101,5
88102,LOVE this so much.,88102,5
88102,"It's a little tedious to put on (and after you wash them they wrinkle/bunch up a bit weird), but when you do wear it, it looks gorgeous and makes you feel like a million bucks.",88102,5
88102,I wish all lingerie made me feel this way!,88102,5
88103,Very cute and soft!,88103,5
88104,They are great,88104,5
88105,Very comfortable fit.,88105,5
88106,The purse is adorable and very well made.,88106,5
88106,My Great-Niece loved it!,88106,5
88107,Bought these for my Pidge (Voltron) cosplay but ended up loving them so much that I'll definitely wear them out in public!,88107,5
88107,They were surprisingly sturdier than I thought they would be and they don't slide off my nose like I was afraid they would.,88107,5
88107,Overall love them a lot!,88107,5
88107,One of my fave purchases,88107,5
88108,Very good product!,88108,5
88108,"If you are like me who likes to wear wedding ring everyday, this is really the right choice!",88108,5
88108,"The price is low, so you never need to worry about losing it.",88108,5
88108,"On the other hand, it does not look cheap.",88108,5
88108,"Pretty, as bright as my white gold ring.",88108,5
88109,"liked it but it was too small, and I wanted a longer length",88109,5
88110,Love this tank,88110,5
88111,Love this dress!!!,88111,5
88111,Super comfy & fit better than I expected.,88111,5
88111,True to size.,88111,5
88112,Women's Universal pants are well-made and comfortable.,88112,5
88112,I love the bamboo fabric because it wears beautifully and it's so soft.,88112,5
88112,A good investment in your casual wardrobe..,88112,5
88113,"Cheap, but very cute.",88113,5
88113,Looks expensive.,88113,5
88114,Makes a great dipper bag!,88114,5
88114,Very roomy!!,88114,5
88114,The material it great also,88114,5
88115,my husband love how it looks on me..,88115,5
88116,The material is good fit as expected and come earlier than I thought love this shoes,88116,5
88117,Very pretty and well made.,88117,5
88117,Fits nice and comfortably around my wrist.,88117,5
88118,My son loved these jammies.,88118,5
88119,Yes it fits well,88119,5
88120,"Look great on a woman who has nice nipple's And feel great on me, but they act as stirups, very comfortable.",88120,5
88121,I bought for my daughter and she love it,88121,5
88122,Love the color and they fit perfectly!!,88122,5
88122,!,88122,5
88123,These shoes are beautiful.,88123,5
88123,The glitter is well placed and does not end up all over the place.,88123,5
88123,"""The color is everything ""  my 7 year  old daughter says lol .... came in 2 days and she will ate least get to wear them a full year I bought a 2 and she has a Lil room for her feet to grow but not to much to where she can't wear them",88123,5
88124,Bought this for my husband to complete his costume for Halloween.,88124,5
88124,He loved it.,88124,5
88125,Love this!,88125,5
88126,Love this purse !,88126,5
88126,It's not a big purse.,88126,5
88126,"But you can put your money keys and loose powder in it , etc !",88126,5
88126,It's so cute and looks so nice !,88126,5
88127,I love my dress,88127,5
88128,perfect for me and my girlfriend :D,88128,5
88129,The design is not as clearly shown in person as in the photo on-line but still a great ring for the price!,88129,5
88129,Bought it to wear as a thumb band last year and am still wearing it.,88129,5
88129,Other than normal wear and tear it is looking good!,88129,5
88130,Very nice product.,88130,5
88130,I was impressed by the quality.,88130,5
88131,just received my wallet and its gorgeous.,88131,5
88131,its made very well with great quality material.,88131,5
88131,"the skull charm is nice and heavy,the bat detail is great the colors are nice and bright.",88131,5
88131,really sturdy wallet for the price.,88131,5
88131,its got a metal zipper which works smoothly.,88131,5
88131,this is a great wallet for the price its definitely made with great material i even let the post lady see it and she said it's a sturdy great material made wallet.,88131,5
88131,insides made well this is definitely a nice wallet.,88131,5
88131,cant wait to buy the matching purse to go with it.,88131,5
88131,i'll post pictures later from my cellphone writing review from my laptop right now.,88131,5
88131,"Update
6/14/18 bought it in 2016 and this wallet is still doing great definitely going to have to purchase another one when this ones gone through its usefulness but almost two years and still doing great.",88131,5
88131,Love this wallet made very durable.,88131,5
88132,My niece absolutely LOVES this set!,88132,5
88132,She wouldn't take it off!,88132,5
88132,It's nice quality and really cute!,88132,5
88133,Beautiful!,88133,5
88134,These are great socks for winter.,88134,5
88134,They keep my feet very warm.,88134,5
88134,Infact I only wear these during the winter months Nov. thru Apr.,88134,5
88134,I would not recommend wearing during the summer months because they are to hot.,88134,5
88134,During the summer months I just wear the regular Gold Toe Crew socks.,88134,5
88134,I went ahead order another 2-packs today because my wife noticed a hole in one pair that I've probably had for 4 or 5 years.,88134,5
88134,"A previous reviewer commented on the pilling and they are correct, but what they failed to mention is the pilling is coming from the shoes they are wearing.",88134,5
88134,"Mine do the same thing, but it doesn't bother me because it's from the material inside of the shoe and doesn't affect the comfort of the sock.",88134,5
88134,"Anyway, who's going to be looking at your socks when they inside the shoe itself?",88134,5
88135,A nice symbol from the GOT program.,88135,5
88136,Good product,88136,5
88137,An amazing fit...,88137,5
88138,Read a lot of positive reviews.,88138,5
88138,I like them and will buy again.,88138,5
88139,somewhat small,88139,5
88140,I just purchased three of these tops last Thursday.,88140,5
88140,They took a week to arrive and were packaged in their own individual plastic sleeves.,88140,5
88140,The tops themselves look and fit wonderfully.,88140,5
88140,"I am a 38"" waist and 47"" bust, so I bought each 3XL just in case they ran small and in all actuality I could have gone a size down.",88140,5
88140,Regardless I love these and hope to have every color.,88140,5
88141,bought these for my grand daughter..they are so cute...,88141,5
88142,I love them!,88142,5
88142,Perfect fit,88142,5
88143,"Love this purse, received in less time than expected.",88143,5
88143,Have gotten several compliments from men and women.,88143,5
88144,Very pleased with the quality and fit !,88144,5
88145,Fun.,88145,5
88145,Great quality for the price.,88145,5
88146,After reading all the reviews I got really scared and didn't kno if I should order this outfit.,88146,5
88146,I love Prime cuz then if I wasn't satisfied I could return in time b4 halloween.,88146,5
88146,The fit is true to size.,88146,5
88146,"I'm 5'2"", 130 lbs and big busted and I ordered a medium.",88146,5
88146,Looks great even on me!,88146,5
88146,the thigh is a lil tight but not enough to be bothered.,88146,5
88146,"Material is light, stretchy,  and comfy to wear.",88146,5
88146,I'm so glad I bought this.,88146,5
88146,worth the buy!,88146,5
88146,!,88146,5
88147,So soft and comfy!,88147,5
88147,Bought these for all the girls in our family from 2 to 72!,88147,5
88147,Can't wait for the family photo!,88147,5
88148,"Good Deal, Hat made well, print is perfect!",88148,5
88148,"""Make America Great Again"" Huge hit in our house going to def purchase more, Thanks",88148,5
88149,"I love Social D, and the hat is very nicely designed...",88149,5
88149,"Although I have a big head, so a Large Flex Fit would be better for me, instead of the one size fits all",88149,5
88150,Very nice in person.,88150,5
88150,I wish the earring were a bit bigger.,88150,5
88151,Fits my collection and very comfortable.,88151,5
88152,Cumfy shirt.,88152,5
88152,Fits as expected.,88152,5
88152,Where's Waldo?,88152,5
88153,I love these leggings!,88153,5
88153,"So comfy and stylish, and the length is just right!.",88153,5
88153,Exactly what I was looking for.,88153,5
88154,classy outfit!!!,88154,5
88154,:),88154,5
88155,Love this belt!,88155,5
88155,It lays flat so you can't see that you are wearing a belt when you aren't tucking in your shirt.,88155,5
88156,"Love this purse, and the size is great.",88156,5
88156,"I was skeptical at first when I read that it was made of canvas, but when I got it, I found that it is well made and rather soft.",88156,5
88156,I love the camouflage design and skull  with the pink accent.,88156,5
88156,"I do have to warn you that the skull itself is rather hard, but other than that this purse over all is rather worth the price.",88156,5
88157,Nice bag,88157,5
88158,"These definitely run small, but the quality is excellent!",88158,5
88158,The next size up fits great.,88158,5
88158,They also arrived quickly and very well packed/shipped.,88158,5
88159,Perfect thanks,88159,5
88160,Happy to have toe socks!,88160,5
88161,Keeps my wife alive on her early morning walks.,88161,5
88162,Love Marika Curves and these did not disappoint.,88162,5
88162,Like the fabric and the foiled look.,88162,5
88162,"Very comfortable, easy to wash and even easier to wear.",88162,5
88163,Fianc loves this.,88163,5
88163,Secure grip when fastened.,88163,5
88163,Packaged and shipped well!,88163,5
88164,Just beautiful.,88164,5
88164,"Soft fabric, excellent cut, and super comfortable.",88164,5
88164,I purchased this dress in 2 colors.,88164,5
88165,Best hat deal I've ever gotten.,88165,5
88166,"Bought it as a gift, so far looks good, will see if pass the test of time.",88166,5
88167,fit as expected,88167,5
88168,Beautiful,88168,5
88169,"love it, great dress, flattering and perfect for a day at the beach, buying another one!",88169,5
88170,in the middle of  a polar vortex  I received this hat.,88170,5
88170,very nice!,88170,5
88170,the knit is tight so no wind blows between the holes great hat  really good price also,88170,5
88171,Love the dress.,88171,5
88171,Fit is great.,88171,5
88171,And I received it when I needed it.,88171,5
88172,Beatiful!!,88172,5
88172,!,88172,5
88173,Very pretty and flattering fit,88173,5
88174,Fits and looks great,88174,5
88175,"Such an adorable case, this was by far my favorite case that I have ever owned.",88175,5
88175,"The buttons on the sides are a little tight, but it doesn't affect my use of the buttons.",88175,5
88176,I am in love with this bag!,88176,5
88176,I purchased this because I needed an overnight bag that I could fit my boots in.,88176,5
88176,"Even with clothes & boots, there's a little extra room for other necessities.",88176,5
88176,I purchased one for a family member at the same time I got mine & she is just as happy with hers.,88176,5
88176,I am considering getting the other color as well.,88176,5
88177,I ordered this as a gift for a friend and she loved it.,88177,5
88177,It is roomy to fit multiple cards and does not seem like it would rip easily.,88177,5
88177,The outer material is easy to clean.,88177,5
88177,Would recommend.,88177,5
88178,Fits great.,88178,5
88179,I bought several things from china that broke the same day they arrived.,88179,5
88179,"This one in particular was not one of those, it looks much better than I expected and after three months of regular wear, they haven't broke.",88179,5
88180,Great fit and well made for the price!,88180,5
88181,Perfect,88181,5
88182,Super soft and very cute.,88182,5
88182,One of my favorite items for raves or just cause.,88182,5
88182,:),88182,5
88183,Love this bag!,88183,5
88183,It's large and sturdy and it has plenty of pockets inside.,88183,5
88183,It is well made.,88183,5
88184,Very good product.,88184,5
88184,Just not recommend for plus size women.,88184,5
88184,I'm 5'10ft.,88184,5
88184,215lbs.,88184,5
88185,Excellent fitting if you order the right size and looks very stunning when you wear it.,88185,5
88185,Simply love wearing it each morning during winters when your car steering wheel is cold as ice!,88185,5
88185,I've also used it while traveling in cold weather and there is no denying that these are quality leather gloves!,88185,5
88186,These underwear are extremely comfortable and we love the guarantee!,88186,5
88186,Will definitely purchase more and recommend these to others!,88186,5
88187,Very nice product love it alittle heavy but like the real one that cost 4times this one .plus pouch awesome will get gold one next,88187,5
88188,She loved it,88188,5
88189,Everything perfect,88189,5
88190,"The coat has a ""suit jacket"" fit rather than a casual fit.",88190,5
88190,"My husband needed to adjust his expectations, but once he did he loved it.",88190,5
88190,The only other negative is that it had only one inside pocket as opposed to the two advertised.,88190,5
88190,"Also, the zipper is on the left, which bugs him a bit.",88190,5
88191,LOVE this ring!,88191,5
88191,It fits perfectly and it's a great design.,88191,5
88191,"It is a little longer than most rings, but I have small hands and it looks great on.",88191,5
88192,Looks like this costume is a hit or miss for some but it was a HIT for me!,88192,5
88193,Love these - super cute and super easy.,88193,5
88193,I wish I had purchased these when my baby was younger!,88193,5
88193,!,88193,5
88194,Love them!,88194,5
88195,I absolutely love these.,88195,5
88195,My little boy was so happy when I showed him his Mickey Mouse underwear.,88195,5
88195,Let me just tell you they hold a lot of pee and make the mess so much easier to clean up.,88195,5
88195,"They are very durable, soft to the touch they can be washed over and over again and still have the same quality as you just opened up.",88195,5
88196,"These socks are adorable, fit well, and make a wonderful addition to the sock collection of thismAiredale fancier.",88196,5
88196,Highly recommended.,88196,5
88197,My daughter loves them!,88197,5
88198,Comfortable and a great selection.,88198,5
88198,Definitely recommend for this price and fast service.,88198,5
88199,Not knowing pants with the elastic fit I could have probably bought the 32 waist.,88199,5
88200,Love this hoodie.,88200,5
88200,"Comfortable and stylish, ordered based on measurements, seemed a bit big at first, but good after first wash. Get tons of compliments on it",88200,5
88201,Everyone loved this necklace such a perfect accessory for a young girl.,88201,5
88202,I own several of these have had some for a few years so wanted to get a new one.,88202,5
88202,Only thing to be honest with your.,88202,5
88202,It's cheaper thru Roamans than here.,88202,5
88203,Very nice wallet.,88203,5
88204,"Great comfortable fit, worn in sand, while doing dishes, and in all kinds of daily activity--not a scratch yet!",88204,5
88204,"Would highly recommend, just make sure you get the right size!",88204,5
88204,(took me four tries to get the right size--I've never worn a ring before this one.),88204,5
88204,Lots of compliments from people.,88204,5
88204,"I use it as my wedding band, and most people have no idea what material it is, or how much it cost.",88204,5
88204,Don't waste money on something expensive if you aren't sentimental.,88204,5
88204,"This thing will look great for years to come, and if it doesn't you can replace it for cheap!",88204,5
88204,"Has a very pleasing weight, and a perfect finish.",88204,5
88204,"Buy with confidence, and if it's not what you want then just return it (thanks Amazon Prime!",88204,5
88204,).,88204,5
88205,Is OK very nice,88205,5
88206,Love these socks.,88206,5
88206,Great quality and the length is great for our cold winters,88206,5
88207,"this one is bold, nice fabric too.",88207,5
88207,i have lots of plans for black and white this cold season...;),88207,5
88208,It's a nice little lab coat.,88208,5
88208,It's real cute when she carries things around in the little pockets.,88208,5
88209,Love this swim suit.,88209,5
88209,The fit is perfect.,88209,5
88210,I love this bathing suit!,88210,5
88210,"I'm 145 lbs 5'7"" and purchased a large.",88210,5
88211,I love it,88211,5
88212,Nice shirt,88212,5
88213,Great belt.,88213,5
88213,Bought one for myself  -  this one for a friend,88213,5
88214,A very well built stainless steel card case.,88214,5
88214,It also acts as a great mirror.,88214,5
88214,"Currently, I have 2 IDs, 3 credit cards, 2 insurance cards and a family photo.",88214,5
88214,Everything fits perfectly.,88214,5
88214,"If you are looking for a slim, practical alternative to a minimalist wallet, this is it!",88214,5
88215,love,88215,5
88216,"I love this Dress, funny casual.",88216,5
88217,True to size.,88217,5
88217,Fits perfect.,88217,5
88218,Bought this for our daughter.,88218,5
88218,She loved it and it fit her perfectly.,88218,5
88219,These are so soft and have washed up very well.,88219,5
88219,They are form fitting (not at all loose) but are supposed to be that way.,88219,5
88219,"For my 4 yr old (33 lb), they appear to be very comfortable and are not tight.",88219,5
88220,"I am 5'8"" 185 lbs.",88220,5
88220,38DD.,88220,5
88220,Got the size XXL and it fits and hugs perfectly!,88220,5
88220,I love it.,88220,5
88221,This dress is so pretty.,88221,5
88221,I love that it is modest and long enough!,88221,5
88221,"Quite frankly a lot of dresses are overly priced when they're finally modest, but this one is just so great and not too pricey.",88221,5
88221,I LOVE IT!,88221,5
88221,"It may need an undershirt so you can't see my bra line in the back, but super great.",88221,5
88222,Good value.,88222,5
88222,Order processed and shipped quickly.,88222,5
88222,Will use for airline travel this week.,88222,5
88222,I don't believe the size will be a problem.,88222,5
88222,Easy to find bright pink in my backpack pockets.,88222,5
88223,I love these sun glasses!,88223,5
88223,They have a very expensive look and the case is very nice.,88223,5
88224,Cute and stays in my little one's feet,88224,5
88225,Very pretty!,88225,5
88226,love them!!!!,88226,5
88226,Wish there were more colors,88226,5
88227,It is exactly as is described and arrived in a reasonable amount of time.,88227,5
88227,It will go perfectly with this year's Halloween costume!,88227,5
88228,I love being able to order the Hanes Silk Reflections from my home and have them arrive as expected.,88228,5
88228,The fit is perfect.,88228,5
88228,Will definitely reorder.,88228,5
88229,I love this back pack!,88229,5
88229,Perfect size!,88229,5
88229,It's ridiculously adorable and the material is great!,88229,5
88229,Love this purchase!,88229,5
88230,So pretty!,88230,5
88230,Love them.,88230,5
88231,Grand daughter wore ot to prom and loved it,88231,5
88232,"ordered size up,fits just the model!",88232,5
88232,Love it!,88232,5
88232,A+ seller,88232,5
88233,Love these pants!,88233,5
88233,I order a size down because I like them to fit really snug.,88233,5
88233,"Pant size 4, I ordered XS and they fit nice and tight without being see-thru at all!",88233,5
88233,"Love the thick material, keep everything smooth!",88233,5
88234,I love this skirt.,88234,5
88234,Although I don't know if anyone would use the hidden pocket that sits right on my thigh.,88234,5
88234,Not a complaint.,88234,5
88234,"No one would ever notice it, and maybe I will have a use for it one day.",88234,5
88234,The material is good quality.,88234,5
88234,"I love corduroy, and recognized the Woolrich name.",88234,5
88234,"I got exactly what I ordered, and I couldn't be more pleased.",88234,5
88235,These Ray Ban Aviators are very flattering sunglasses.,88235,5
88235,They magically boost my confidence when I wear them!,88235,5
88235,:),88235,5
88236,Just purchased this for a Eurpean trip.,88236,5
88236,The size and color is perfect.,88236,5
88236,Will know more about quality and functionality after the trip.,88236,5
88237,Nice work out wear..,88237,5
88238,My grandson was born with Bladder Exstrophy and this swim trunk works great for him.,88238,5
88238,I'm SAD they do not come in larger & regular sizes for future ordering.,88238,5
88239,I love all of the bras I got.,88239,5
88239,They all for so well and are perfect for a nursing momma who can't afford nursing bras!,88239,5
88240,"beautiful, and lovely pearls",88240,5
88241,The quality is what I wanted:fleece.,88241,5
88241,"Our little one is starting to roll and move and a sleeping bag doesn't feel safe, and it is a bit cold at night so this with a shortsleeve onsie is the perfect solution.",88241,5
88241,The size 12m is shorter than Carter's size 12m but an inch or so.,88241,5
88242,Unique.,88242,5
88242,"Fits well, looks great, unbelievable price!",88242,5
88243,Pleased with my purchase.,88243,5
88244,This beautiful leather jacket arrived pristine & top-notched packing with hanger.,88244,5
88244,It is soft leather which fits like a glove!,88244,5
88244,I love it!!!,88244,5
88244,Really nice!!!!,88244,5
88244,!,88244,5
88245,Awesome colors and perfect fit for a great price.,88245,5
88246,"Definitely on the  long and heavy side, probably only would wear it at the beach since it shows through some of my tighter shirts.",88246,5
88246,"Great quality, nice detail work, withstood salt water well.",88246,5
88247,"It's a great suit for a ""mature"" woman.",88247,5
88247,Comfortable and pretty.,88247,5
88248,Great hat.,88248,5
88249,Love this product,88249,5
88250,This is an absolutely beautiful bag!,88250,5
88250,"The quilting on the side is well-stitched, as is the Hello Kitty patch.",88250,5
88250,"The ends are of a faux leather fabric, the white portions are canvas, but softer than most canvas fabrics.",88250,5
