column_num,sentence,index,overall
43,The dress does look exactly like this but its made for a Barbie doll...So mad about the sizes.,43,1
43,I ordered this plenty big and yet it might not even fit my 11 year old daughter...what an epic fail!,43,1
44,Bad quality it's polyester ugh !,44,1
45,cheap looking to tinny,45,1
46,This was not true to size,46,1
47,"I returned it and have yet to get my money back I ordered a size bigger , received it did not like how it fit and returned it got my money back for that one but not this one!",47,1
48,poor quality.,48,1
48,Not like pictured.,48,1
49,"About 3 sizes bigger than the listed size, I could've fit another person inside it with me, for the price the quality wasn't bad, but I wouldn't recommend it based on the mis-sizing.",49,1
50,Look really cheap and it's not shinny how look in the picture.,50,1
50,It's more like dark gray almost black.,50,1
51,If I could give it less I would....when I ordered this I knew it would be shear but this is not at all what I had expected and I had got it for my anniversary outfit but guess I won't be wearing it...should have known better but I took the chance I'm 5'6 and it's short doesn't even reach my ankles so not happy at all don't even like the design of the dress doesn't hang right and I bought bigger then my normal and it's too tight in places I don't need it to be and I can't pull it down without showing my chest not satisfied but I know I can't return it so it's going in the goodwill pile,51,1
52,"I ordered this product, but I received a paper hat.",52,1
52,Not happy at all waste of money,52,1
53,The fit is much smaller than expected.,53,1
53,The material is scratchy and the seams are already breaking apart.,53,1
53,Not a fan.,53,1
54,This item is NOT sized correctly.,54,1
54,"It's a great skirt, material is nice, flowy and cool.",54,1
55,It broke easily,55,1
56,Cute swimsuit but it's unwearable even having ordered XXL when I'm normally about a Medium/Large in swimsuit sizes.,56,1
56,"It would've fit me if it was 1-2 sizes bigger, maybe XXXL?",56,1
56,"I'm 140 lbs & it's made for someone shorter than 5'6 & like everyone said, the top part is very narrow & tiny in general, & wouldn't fit a 36C.",56,1
56,"Would add a photo example, but it's kind of embarrassing considering how funny & tiny it looks.",56,1
57,Material is stretchy and a very faded purple.,57,1
58,Terrible quality!,58,1
58,Do not buy!,58,1
59,The suits were ordered for 2 and 3 yr olds.,59,1
59,"The advertising was not at all correct for,sizing.",59,1
59,One spot said.,59,1
59,Small was for 2 to 4 yr olds.,59,1
59,"What a terrible,waste of time..",59,1
59,Cost a lot to send back as well.,59,1
59,"Very disappointed in this,purchase",59,1
60,3x is about a size 16.,60,1
60,Super cute but too small to pull over hips.,60,1
60,Doesn't have much stretch.,60,1
60,Wish it would fit.,60,1
60,Not sending I back because I hope to find someone to gift it to.,60,1
61,The product was not the same as the picture,61,1
62,2 shirts in the same size but different colors.,62,1
62,Each fit differently.,62,1
63,Item does not look like it was posted.,63,1
63,Very cheap material and it does not fit right.,63,1
64,Shirt is fake .,64,1
64,Screen printing is poor and shirt is thin,64,1
65,Cheap and see through material.,65,1
65,i ordered it when the picture was the one i posted.,65,1
65,"False advertising, it doesnt look anything like the picture.",65,1
66,I understand that this bag was cheap but NOWHERE in the description did it say it was going to be GREEN LINING / INSIDE.,66,1
67,Bad quality.,67,1
67,Item not as described,67,1
68,This product does not even deserve one star to be completely honest.,68,1
68,Very disappointed in the effort of the making for this..,68,1
68,So many things wrong I could go on for days.,68,1
68,Completely false advertisement.,68,1
68,Not even the right colors and awful stitching..,68,1
69,This is girls sizing not adult womens.,69,1
69,DO NOT BUY.,69,1
69,YOU ARE RESPONSIBLE FOR SHIPPING THIS BACK TO CHINA.,69,1
69,"THIS IS CRAP
SAVE YOUR MONEY
DOES NOT EVEN DESERVE THE ONE STAR",69,1
70,These headbands are NOT elastic and do NOT stretch.,70,1
70,"If I attempted to put on my 10 month olds head, I would have to un-tie it and then re-tie once it's around her head.",70,1
70,I am very disappointed and am returning them.,70,1
71,Way too small and I used the size chart,71,1
72,Even after reading all the reviews and ordering 2 sizes up it was way too small!,72,1
72,So disappointing because it is absolutely adorable.,72,1
73,Terrible!!,73,1
73,"The
 Hat was wrinkled upon arrival and the ribbon around the hat was ripped off.",73,1
74,I returned this top!,74,1
74,The material was real cheap and see through!,74,1
74,Did not fit as expected!,74,1
74,Buy at least one size up if you are going to order!,74,1
75,"BAD QUALITE - ALL TRIMM HAVE STRANDS HANGING ALL OVER> LACE IS  NO EVEN, LOOK LIKE DEMAGED.BAD SEWING JOB DO NOT BUYED",75,1
76,Broke after 2 days!,76,1
77,Broke in half after wearing it on my bracelet 5 times.,77,1
78,"FOR ME, FIT WAS GOOD BUT PRODUCT is CHEAP CHEAP CHEAP..everything FELL apart before first wash..PLEASE do not waste your  money, honeys!",78,1
79,Viene la tela rota,79,1
80,"Good seller who refunded immediately.....but it was dirty beige VINYL.....not leather, with neon orange cheap toggle flowers.",80,1
81,Couldn't use it!,81,1
82,Dont.,82,1
82,Just dont.,82,1
82,"This is stretchy tshirt/pijama material, and the white is absolutely see through.. Beautiful design , cheap material.",82,1
82,I guess its what youd expect for $20 ..,82,1
83,"It feels like felt, I am usually a medium and bought an xtra large due to size chart...",83,1
83,It was still small in the arms when reaching.,83,1
83,(Tight around the back) It also didn't come with a tie.,83,1
83,I waited too long to return and missed my window to do so otherwise I would be returning it.,83,1
84,the dress runs small I am a 5-6 maybe a large or extra large would have fit,84,1
85,"Poor quality, he logo is faded... ordered item 8/26 received item on 10/15.",85,1
86,Just a terrible fit.,86,1
87,difficult to insert into ear.,87,1
88,Simply horrible!,88,1
89,The zipper broke the first time I opened it,89,1
90,I am small framed and order a small but the  small was too small,90,1
91,We returned this product because it had a strong chemical smell.,91,1
91,It was so strong that my daughter was uncomfortable trying it on.,91,1
92,Arrived about 4 sizes smaller than listed.,92,1
92,Thankfully it was cheap and the cat looked funny in it,92,1
93,Broke upon first touching it.,93,1
93,:(,93,1
94,Started chipping right away.,94,1
94,Can't even read it anymore.,94,1
94,Bottom broke off and won't stay properly,94,1
95,My daughter saved her money and bought this dress.,95,1
95,It arrived WEEKS later and has absolutely no stretch at all.,95,1
95,She can't even wear it.,95,1
95,The entire thing arrived so nasty looking and wrinkled.,95,1
95,SUPER BUMMED with this purchase.,95,1
96,Received something other than what is shown in listing.,96,1
97,Broke within first day of use,97,1
98,The sizing ran way smaller than normal for a men's medium.,98,1
99,"I give no stars for this top, very disappointed, poor quality, poor cut even the color is poor, I got a peach top instead of orange!!",99,1
99,Very disappointing,99,1
100,This must have come from Asia!!!,100,1
100,"These pants in an X large would not have fit any , I gave them to my friend who is very small and they didn't even fit her",100,1
101,DO NOT buy this for your Harley Quinn Suicide Squad costume.,101,1
101,I could not even get it up over my knees to try it on.,101,1
101,The sequins snagged and TORE my brand new fishnets and the sequins fell all over the floor.,101,1
101,Could barely get it off it just sticks to anything.,101,1
102,Runs too small and it is radically shorter than the picture.,102,1
103,I ordered a 3x because I read other comments that it ran small.,103,1
103,"It doesn't just run, it's extremely small.",103,1
103,I gave it to my 10 year old daughter and it looks cute on her.,103,1
104,Very cheap quality.,104,1
104,Fabric is cheap and thin.,104,1
104,You can see through the dress.,104,1
104,Zipper is very hard to use.,104,1
104,You can get better quality at Walmart.,104,1
104,Save your money and don't buy the chiffon with the lace looking top.,104,1
105,I ordered a 2XL and it fit like a XL very tight.,105,1
105,If you Order get a size bigger,105,1
106,"It was too small and the quality is poor,  but is cheap I can't be that picky.",106,1
107,Expect cheap & gaudy!,107,1
107,The photo doesn't show how incredibly cheap this item really is!,107,1
107,The gold is so bright it looks plastic!,107,1
107,This is definitly a dollar store item & to think they have it priced over $5 is a rip-off!,107,1
107,I really feel like I got duped on this purchase!!!,107,1
107,"I'll try to return it, but China returns are impossible at best!",107,1
108,They fall apart.,108,1
108,Then crystal is nice and large but the metal is too weak to hold them.,108,1
108,They fell off before I could wear them.,108,1
108,The look would be great but you need to secure the crystal somehow.,108,1
109,Zipper is so weak.,109,1
109,very poor quality!,109,1
109,!,109,1
110,This is not good and easily broke waste of money,110,1
111,This is not what was advertised.,111,1
111,It was small.,111,1
111,It did have 6 slots.,111,1
111,Don't know what everyone else received but I got a piece of ----.,111,1
111,And cost $5.46.,111,1
111,But not worth a $1.50.,111,1
112,I didn't expect much out of this dress but I at least expected to be able to wear it.,112,1
112,"Very cheaply made, runs way too small.",112,1
112,I wouldn't recommend it.,112,1
113,The dress might have hit me mid calf.,113,1
113,"I'm 5'7, wouldn't say I'm overly tall.",113,1
114,So insanely small!!!!,114,1
114,Didn't even fit around my small child's neck.,114,1
115,"I ordered XXXL and can't even pass my arm in the sleeve , the chest should be 47 ..  main is 40 and not close this is a joke .. the material is tin, the fur is white .. garbage",115,1
116,Horrible,116,1
117,the color and fabric is beautiful!,117,1
117,but WAY TOO SMALL!,117,1
117,Trust the reviews on this one or you will waste time!,117,1
118,Hardly stuck to anything,118,1
119,"Poor quality & fabric, I ordered XL size and I received XS size.",119,1
119,"Apparently, Asian XL is American XS...disappointing",119,1
120,Poor quality for Eileen Fisher.,120,1
120,Shirt is short and too boxy which does not look flattering.,120,1
120,I wear a lot of Eileen Fisher and I was disappointed in this shirt.,120,1
120,I am returning it.,120,1
121,The fabric is completely different from what the Picture shows.,121,1
122,It was not true to size at all i couldn't even wear it too small!!,122,1
122,Waste of money!,122,1
122,!,122,1
123,It stops all the time no matter how much it is wound up.,123,1
123,Don't buy this junk.,123,1
124,I tryed it on but don't fit,124,1
125,This product is nothing like shown....false advertisements are what keeps this business going...will never order from them again...as soon as I tried it on I took it right off.,125,1
125,Just HORRIBLE.,125,1
125,Wish I didn't have to give any stars,125,1
126,HORRENDOUS WILL BE RETURNING IMMEDIATELY.,126,1
126,It smells like mold and there are pulls in the cheap ass fabric.,126,1
126,Absolutely nothing like the picture and it literally stunk up my whole room upon opening.,126,1
126,DO NOT ORDER FROM THIS COMPANY,126,1
127,"When it arrived it had such a very strong chemical smell that I could not get rid of, so I donated it.",127,1
127,NEVER was able to wear it.,127,1
128,very sad a size 8 fits like a size 12,128,1
129,Fit is small and the material is cheap.,129,1
130,Way too big and no draw string!,130,1
130,Very disappointed,130,1
131,AWFUL DO NOT BUY!!!,131,1
131,NOTHING LIKE THE PICTURE!,131,1
132,Runs real small,132,1
133,"Poor quality, poor stitching... Makes you wonder what people deem as excellent.",133,1
133,This outfit is so cheap I use the top to sleep in and I wear the skirt around the house to do household chores...,133,1
134,Dis not fit,134,1
135,The xl/xxl size hat fits no differently than any other l/xl hat.,135,1
135,Again it's too bad companies don't realize we are not all the same size people !,135,1
135,!!,135,1
135,Wake up !,135,1
135,!,135,1
135,!,135,1
136,"If you're thinking of buying this top and you're an American plus size, forget it.",136,1
136,"This is the strangest sizing I've ever seen, for a petite person.",136,1
136,I didn't know petite people wore XXXXL??,136,1
136,I didn't notice the measurements are in cm not inches.,136,1
136,"I bought it thinking it would be loose like they described and saw the measurements, but didn't see cm.",136,1
136,It is so small I couldn't even get it over my head.,136,1
136,These foreign companies selling to Americans need to state these are Asian sizes and run small and measure clothing in inches if you're selling to America.,136,1
136,We don't use cm for clothing.,136,1
137,This fit as if I was some Maury show guest trying to determine who my child's father was.,137,1
138,Definitely not true to size.,138,1
138,I normally wear a small/medium and ordered a large in this and it is so tiny it fits my 10 year old daughter.,138,1
139,this was the most horrible dress I have ever ordered online.,139,1
139,"Cheaply made, poorly fit.",139,1
139,I actually laughed out loud when I tried it on.,139,1
139,It looked like sheer see through rags hanging around.,139,1
139,Ridiculous!,139,1
139,"It shipped from China, so when I tried to return it she suggested I just keep it and she send me part of my money back.. again Ridiculous!",139,1
139,"Especially since the address that this supposedly returned to was on Forest Lane in Dallas Texas, which is 5 blocks from my job!",139,1
139,"But I drove by and was unable to locate a store front/office space at the listed address, very shady indeed.",139,1
140,It was too small.,140,1
141,"I just got my dress today and it looks nothing like the picture or description, it's a one shoulder strap dress with frills only toward one direction.",141,1
141,The worst part is that the pictures and description say it is lace up but it has a side zipper poorly attatched.,141,1
141,"If you're wanting a safe bridesmaid dress option, please do not buy this dress.",141,1
142,"First of all, I ordered control-top and got support.",142,1
142,"Second, they are extremely tight and damn near impossible to get on and then when I do finally get them on they are extremely, excruciatingly uncomfortable.",142,1
143,Garbage.,143,1
143,"Not flowey like photo, stiff lace.",143,1
143,Asked for refund and not nothing bc not prime.,143,1
144,Bought the dress for myself.,144,1
144,I am 5'2 @ 145 pounds.,144,1
144,Still too small for my 12 year old daughter.,144,1
144,Horrible fabric and cheaply made.,144,1
145,I was really unhappy with the sweater...it was not fitted as I expected.,145,1
145,It also had a bad smell and seemed used not new.,145,1
146,"It says 100% cotton, it was not cotton at all but 100% lycra.",146,1
146,"My daughter is a 5 year old japanese girl, so we ordered a 5/6T, to try to order it larger than her.",146,1
146,This item would tightly fit for a four year old.,146,1
146,"It was a weird, tight, reflective piece of clothing, and not the cotton t-shirt we paid for.",146,1
146,A full two sizes too small and not the listed material.,146,1
146,And why on earth of all the things we ordered for christmas did this come last of all?,146,1
146,We can see on the label it came directly from China to Japan in a plastic pouch (no box even).,146,1
146,"The items we ordered from America all got here sooner, some ordered as late as a week ago.",146,1
146,They couldn't have got one more thing wrong it seems.,146,1
146,As unsatisfied as a customer can get.,146,1
147,Do not buy.,147,1
147,Looks nothing like the photo.,147,1
147,Unbelievably cheap shiny material with dots that are more blueish gray blotches of ink than polka dots.,147,1
147,Extremely disappointed.,147,1
147,I cannot wear it in public.,147,1
147,Resembles halloween costume material,147,1
148,"Too small, quality not good",148,1
149,The baseball looks like a blob.,149,1
149,It look cheap,149,1
150,Way to small,150,1
151,This is not the item in the picture.,151,1
151,Total scam.,151,1
151,"I knew it came from China but I thought I was buying an African print, it looks like a Kimono shirt.",151,1
151,Totally disappointed.,151,1
151,I found a better version at the local hair store!,151,1
152,WAY too small.,152,1
152,And I even went by the sizing chart.,152,1
153,I understand this was a cheap price but does not fit well and falling apart.,153,1
154,Horrible.,154,1
154,No allowance for normal shoulders or hips.,154,1
154,Gave it to my 10 yr old.,154,1
155,"I ordered this shirt for a second time, because the first was great quality.",155,1
155,This second shirt was not the same quality printing or shirt.,155,1
155,The shirt & the print are terribly faded.,155,1
155,"My son washed it, so I didn't send it back but he'll never wear it.",155,1
156,Six XL so small I gave them to my 10 year old daughter,156,1
157,Way too small!!!,157,1
157,I bought a xl and I usually wear a large and it still didn't fit.,157,1
157,It fit my 8 year old daughter perfectly.,157,1
158,This item broke within 10 minutes of me wearing it.,158,1
158,Luckily it fell off  in my car.,158,1
159,Smaller fit was hoping for higher quality fabric.,159,1
159,Would not order again.,159,1
160,The fit is on the small side around the shoulders and the fabric is horrible- cheap and transparent.,160,1
161,Bad material.,161,1
161,Not soft for babies.,161,1
161,Shirt comes with holes in it but it's part of the 'design' but looks rugged.,161,1
161,Short are hard material.,161,1
161,I do not recommend.,161,1
162,"Looks vute but once received it actually looked more like a bowling bag very minimal space, pockets, or zips for such a lrg bag  Also, it had a strange odor?!",162,1
162,bummed,162,1
163,I bought a four pack and only received 2.,163,1
163,False advertisement.,163,1
163,I would stay away from buying don't waste time.,163,1
163,I tried to get my other two and it was a hassle trying to get a hold of them.,163,1
163,Other than that I love the tank tops.,163,1
164,Gave it away.,164,1
164,Way too small,164,1
165,I bought it for my galaxy 6 but was it for the 6 plus!,165,1
165,!,165,1
166,"It stated that this was ""true to size"" but it was WAY too small !",166,1
166,!,166,1
166,!,166,1
167,Sold it to a friend,167,1
168,The bag itself is pretty but it is not durable.,168,1
168,The sleeve ripped off within 3 days and the zipper broke the day after that.,168,1
168,Do not buy this backpack.,168,1
168,It is flimsy and will break down soon.,168,1
169,This bag is quite possibly the worst quality I have ever seen.,169,1
169,Don't waste your money!,169,1
170,Fine,170,1
171,Super cute but to small.,171,1
172,"Loved the look in the picture but in reality, it's WAYNE too small.",172,1
172,I ordered a medium and it fits like a small.,172,1
172,"To be safe, order 2 sizes up.",172,1
173,Size is larger than said and made extremely cheap,173,1
174,Too small,174,1
175,"First of all, the size is way too small.",175,1
175,And not even flexible enough to pull over the head.,175,1
175,"Also, I do not know if the makers of this mask have ever watched The Flash because Zoom is Black, not Grey.",175,1
175,Instant return.,175,1
176,Cheap low quality fabric,176,1
177,"Material not the greatest, no happy, gave away.",177,1
178,"Bought a 2x, two sizes bigger than I am for safety sake, STILL about a size too small.",178,1
178,Not just in the waist but in the legs.,178,1
178,"I feel like allowance for size, in respect to plus sized items, there must be a thought that our legs aren't stick thin and waists/hips aren't the only thing large in width.",178,1
178,I'm very disappointed with my purchase and warn you lovely ladies that the fit is small and cuts off circulation to your ankles if you manage to tolerate the squeeze.,178,1
178,"Best of luck, dears.",178,1
179,Wasn't what I expected.,179,1
179,The label doesn't even say Joe's.,179,1
179,I have a Joe's sweater and love it.,179,1
179,It's so soft and fits perfect so I wanted another in a different color.,179,1
179,I was very dissatisfied.,179,1
180,If I could write no stars I would.,180,1
180,Style is cute but sole of the shoes fell off after one day.,180,1
180,Went to trash.,180,1
181,The knit on the pants unraveled and created a huge horizontal slit/run on the thigh of the pants after wearing the just once to leave the hospital.,181,1
181,Having a newborn and all I missed the return window.,181,1
181,I threw $100 down the drain and I'm so disappointed.,181,1
182,Won't buy again cheep made,182,1
183,"Not well made, tears easily",183,1
184,The fit is awkward and weird.,184,1
184,They have no shape to them and are very big.,184,1
185,"I already picked the largest size which is XXL,which looks like will fit me according to size chart, I usually wear Medium, still it is smaller and shorter.",185,1
185,it would not cover my boobs properly and it is not stretchable.,185,1
185,i tried to return it but it will cost me twice the price of this item to ship it back.,185,1
186,Sizes are wrong,186,1
187,Didn't know I was only getting candles.,187,1
188,Rip when trying on,188,1
189,The belt was shorter than advertised.,189,1
189,The buckle would not close on the belt.,189,1
189,I like the belt style.,189,1
190,But it won't zip past the lace the zipper is to weak for the material,190,1
191,They broke!,191,1
192,Not a cute dress at all in person!,192,1
192,Extremely small...,192,1
193,Very upset the item showed up dirty!,193,1
193,Bought them for a gift an didn't have time to replace.,193,1
194,"The hardware that holds the strap, broke the very 1st time I used it, to make matters worse I keep trying to get ahold of the company and ask them if we can just exchange.",194,1
194,No one ever replied from the company.,194,1
194,So I LOVED THE LOOK OF THIS BAG SO MUCH!!,194,1
194,"However, the company has Terrible customer service, and must have used sub standard hardware.",194,1
194,"I REALLY was so excited to get this in the mail...I'm a purse and bag collector, my husband calls it an addiction  so this bag got me excited when I saw it on another web site, plus on TV.",194,1
194,"It's great looking, just cheaply made, I'm so sad to say that...I hardly give such a low rating but their customer service and hardware deserves it.",194,1
195,I bought these mainly for the blavk hoops.,195,1
195,So ive worn the black hoops about 2 weeks.,195,1
195,I now notice the black is coming off of the earrings.,195,1
195,Not good.,195,1
196,"They ran very small, not satisfied!",196,1
197,I ordered one size bigger than mine and it wap way to large.,197,1
197,Just stay with your size.,197,1
197,The print on the has nothing to do with the one on the picture.,197,1
197,On the picture is a delicate baroque design and the one I received is thick and doesn't even look like flowers.,197,1
197,The black waist line is just an elastic band.,197,1
197,Not worth the $20 some dollars.,197,1
197,Oh and to top it off it had a slit in the back...,197,1
198,"Cute but these shoes run way too small ,also the usb to recharge is right on the ankle part of the shoe super uncomfortable ,my son only tried them on and didn't wear them once because is too small ,bought size 12 but it was more like a 10 1/2",198,1
199,Love it,199,1
200,Do not believe that if you are a DD cup that this product will help....it won't.,200,1
200,Simple as that.,200,1
201,The picture is misleading....it looks bluish in color but really it is cheaply made custom jewelry.,201,1
202,Do not buy!,202,1
202,Save your $5.,202,1
202,The length of the dress went to my butt so it was more like a shirt.,202,1
203,Because the top was way too small,203,1
204,The shirt smelled like burlap despite washing it three times.,204,1
204,Never wore it.,204,1
205,This bracelet was damaged when I received it.,205,1
205,It looks cute but is very poorly made.,205,1
206,Smaller than what I expected do not like item.,206,1
207,"beautiful suit, WAY TOO SMALL.",207,1
207,NOT HAPPY AT ALL,207,1
208,Very disappointed the zipper was broke on it smh,208,1
209,Received wrong size....,209,1
210,"Super soft, fit well, look great, fantastic price.",210,1
210,After the 1st wash i noticed 2 holes in the fabric.,210,1
210,They were probably there before i wore them but didn't notice.,210,1
210,:(,210,1
211,bad bad bad,211,1
212,There is absolutely no way that this is a large.,212,1
212,It was a small.,212,1
213,This is absolute nothing like the picture.,213,1
213,It is made out of a pleather like material.,213,1
213,It was definitely false advertising.,213,1
213,So disappointed!,213,1
213,Not even worth one star.,213,1
214,Unacceptable,214,1
215,Doesn't look like photo.,215,1
215,Ran very small.,215,1
