,column_num,sentence,index,overall,cat
180,22068,I loved it but after many washes and my toddler getting his hands (and teeth) on the velcro it stopped holding well so I decided to buy another.,22068,2,3
181,22068,I noticed the price had gone up by a few dollars but figured it was a great hat so I'd go ahead and get a new one anyway.,22068,2,-1
182,22068,"I used the ""Buy it again"" button, verified that it was the same hat as before and clicked purchase.",22068,2,-1
183,22068,Quite disappointed with the had that showed up.,22068,2,-1
184,22068,"It is smaller in both brim and fit, the ventilation holes are no longer metal but wrapped in thread.",22068,2,1
185,22068,I'll keep it as a backup or something but will probably be stitching new velcro onto my other one since it actually fits and feels better.,22068,2,3
186,22069,Didn't like the way it looked too small,22069,2,1
187,22070,If you are a size LARGE and UP...just a warning.,22070,2,1
188,22070,The back of the material is white...and the more it stretches...the lighter they get.,22070,2,3
189,22070,Looked HORRID on me.,22070,2,-1
190,22070,"If you are Medium or smaller, very cute.",22070,2,1
191,22070,Find these printed tights with a BLACK background and you will be good!,22070,2,2
192,22070,ASK BEFORE YOU BUY.,22070,2,-1
193,22072,Never use it any more.,22072,2,-1
194,22072,"maybe im just fatter than i thought, but i got a size large and it feels like a snake is trying to squeeze me to death.",22072,2,1
195,22074,I really wanted to love this bag.,22074,2,-1
196,22074,The zipper broke the first time I used it.,22074,2,3
197,22074,The quality otherwise was what you'd expect for the price.,22074,2,3
198,22074,It was a little small for what I had in mind.,22074,2,1
199,22074,"It's not quite big enough for an overnight bag, but is similar in size to a diaper bag.",22074,2,1
200,22074,The refund was quick and painless.,22074,2,-1
201,22075,Large is more like a small!,22075,2,1
202,22076,The material was very thin and size runs very small.,22076,2,1
203,22076,"I'm currently 28 weeks pregnant, 155 lbs, 5'3"" and size 10 was way too small.",22076,2,1
204,22076,I would probably fit in size 14.,22076,2,1
205,22077,Somehow it wasn't what I expected.,22077,2,-1
206,22077,It's really bright and loud.,22077,2,2
207,22077,I thought the gold would be soft.,22077,2,2
208,22079,cheap materials.. you can only wear once or twice .. then it becomes put-me-in-trash condition... don't buy it!,22079,2,3
209,22080,I'm a small person skirt is to big zipper giving problems  I'm not pleased it Cost more to return than to buy,22080,2,1
210,22081,It looked like a giant piece of cloth.,22081,2,1
211,22081,Not right at all.,22081,2,-1
212,22081,Not even very warm.,22081,2,3
213,22082,"As a collegiate powerlifter I work out quite often and lift weights, so I have some muscle on my arms.",22082,2,-1
214,22082,This shirt fits great over my torso but the arms are quite small.,22082,2,1
215,22082,This makes wearing the shirt uncomfortable and look awkward because the sleeves can only slide up so far.,22082,2,1
216,22082,I would recommend this to someone who is slender and does not have muscular or larger than average arms.,22082,2,1
217,22084,It's cute but huge,22084,2,1
218,22085,The shirts see through.,22085,2,3
219,22085,.make sure to wear a top underneath.,22085,2,-1
220,22086,"One bunny (ball) is fixed onto the bar, and one broke off, so I can't even wear them (will glue it back on).",22086,2,3
221,22086,"I like to soak my jewelry in peroxide while I take a shower, so I don't feel like they are getting a good clean with one ball fixed.",22086,2,-1
222,22086,"The ears are also too heavy, causing the bunnies to flop dow and stick out.",22086,2,3
223,22086,"Also, be careful not to tighten too far because the screw threads will eventually become uneven and the bunnies will not lay the same.",22086,2,3
224,22087,"My suit fit perfectly, but arrived with a hole in the center of it  The material is very thin.",22087,2,1
225,22088,"It is short, it is small than expected and was not at all what I had hoped.",22088,2,1
226,22088,I will probable donate this dress to a second hand shop.,22088,2,-1
227,22089,"While the shoulder and hip width were the correct size, the length was WAASYYYY to short.",22089,2,1
228,22089,"I am petite and have a short body, but this was ridiculous.",22089,2,1
229,22089,I had the mega wedgie from hell!,22089,2,1
230,22089,Do not buy from this seller.,22089,2,-1
231,22089,"I bought two others from other sellers, and they fit fine all around.",22089,2,1
232,22090,didnt like them in comparison to saxx kinetic boxers.,22090,2,-1
233,22090,"these r much lighter and ride up ., Kinetic much better choice",22090,2,3
234,22091,thick OK material... didn't like the fit.. to loose and short...,22091,2,1
235,22092,We weren't thrilled with the way these sandals fit...they're like little stiff boards for baby feet!,22092,2,1
236,22092,They also fit pretty large on our 6 month old...I so wish they for better!,22092,2,1
237,22094,not enough support for the girls.,22094,2,-1
238,22095,"It's a very cute coat but definitely not bright yellow as pictured, more of a yellow ochre.",22095,2,2
239,22096,Was not as sheer as it looked in the pic.,22096,2,2
240,22096,Way too much sequin for me...looked like something for someone older...like in their 50's.,22096,2,2
241,22096,Definitely not something to wear with a material that pulls easily...it will mess it up.,22096,2,3
242,22097,"These were cute because they were DISNEY.....however, material is flimsy and not top quality, for sure.",22097,2,3
243,22097,"Stitching was irregular, collar trim was sloppy, no attention to detail.",22097,2,3
244,22098,Very pretty necklace but only got to wear it once.,22098,2,-1
245,22098,Was going to wear it a second time but the chain broke when I was putting it on.,22098,2,3
246,22099,"The skirt was well made, but I found the style to be more attractive on the hanger than on me.",22099,2,-1
247,22099,The fabric is thick and satiny and the pleats are fairly stiff so it stands out around your hips.,22099,2,3
248,22099,"Also, in person I found the cat heads disconcerting rather than cute.",22099,2,-1
249,22100,The small size fits like an XS.,22100,2,1
250,22101,Do not buy if you are over 5 ft 5.,22101,2,1
251,22101,"I'm 5'9"" and it didn't reach past my hips.",22101,2,1
252,22102,The skirt was too small.,22102,2,1
253,22102,I have three Style J skirts and this one was way tooo small.,22102,2,1
254,22102,I returned the skirt.,22102,2,-1
255,22103,The product is very well made.,22103,2,3
256,22103,Only thing is that the size chart indicated was not accurate.,22103,2,1
257,22103,They run about two sizes too small.,22103,2,1
258,22103,"Though I know they are to fit tight,  it was no where near it would close.",22103,2,1
259,22104,Fit small.... Get a bigger size or you going waste your money.....,22104,2,1
260,22106,I need to return for an exchange.,22106,2,-1
261,22106,"Also, the neckline of the tee is unusually large.",22106,2,1
262,22106,looks like it's been stretched out.,22106,2,3
263,22107,"It itches my ears, nice design though",22107,2,3
264,22108,"Incomplete stitching, needs repair before use.",22108,2,3
265,22109,"Hat listed said it was made in the United States, however the hat I received was made in China.",22109,2,0
266,22110,Will be returning this.,22110,2,-1
269,22110,Very disappointed as I really liked the watch in the picture.,22110,2,2
270,22110,"The watch did not work out of the box, so I tried to change the battery.",22110,2,-1
271,22110,"Without instructions, it was difficult.",22110,2,-1
272,22110,One has to be very dexterous in order to accomplish the task.,22110,2,-1
273,22110,"After I changed the battery, I discovered that the minute and second hand were stuck together, and when I tried to gently separate them, all the hands fell off.",22110,2,3
274,22112,The material was irritating and the dress was too short.,22112,2,3
275,22112,It fit on the upper  part but the bottom wasn't flattering.,22112,2,1
276,22113,These run very small.,22113,2,1
279,22113,Ignore the size chart order a size or 2 larger for USA women....if I knew it  was  coming from China I would have  ordered a larger size.,22113,2,1
280,22113,I just  requested a refund ..I'll see what happens,22113,2,-1
281,22114,The dress does not look like the photo,22114,2,2
282,22115,Did not fit well at all and the material was very uncomfortable.,22115,2,-1
283,22116,The fit is awkward.,22116,2,1
285,22116,Would not buy again.,22116,2,-1
300,22117,Too short and too tight,22117,2,1
301,22118,And I knew by the price it would not be the best quality- and also by the reviews that it would run small .,22118,2,1
302,22118,I ordered a large and it barely fit as a size 6.,22118,2,1
303,22118,I reordered an XL.,22118,2,1
304,22118,It came with an XL tag but fit exactly the same as the large.,22118,2,1
305,22118,How do I get my money back from China?,22118,2,-1
306,22119,"Thick and inconvenient...looks like it is not as was advertised, shipped another item..",22119,2,3
307,22120,"Ok, so...this swimsuit is cute.",22120,2,2
308,22120,"The top seems to be of good quality but, the Mermaid shorts/tail are very cheaply made.",22120,2,3
309,22120,My daughter wore this for a week and part of the shorts have turned all black.,22120,2,2
310,22121,"Low quality, cute gift for a child though at this price point.",22121,2,3
311,22122,it does not keep the squirrels out of my garden.,22122,2,-1
312,22122,i have tried on all settings.,22122,2,-1
313,22123,I returned the product.,22123,2,-1
316,22124,"Bought the ""green pebble"" one thinking it would be a nice evergreen color like in one of the highlighted reviews...Nope I opened it and saw this muted brown-green color that looks ugly.",22124,2,2
317,22124,Great interior though with the card slots.,22124,2,3
318,22125,Hard to free money from the clip.,22125,2,-1
319,22125,"Disappointed,especially for the cost",22125,2,-1
320,22126,"Not american sizing, and even when ordered larger did not fit",22126,2,1
321,22127,Way too small and if you wear any pant over size 6 you will look ridiculous.,22127,2,1
322,22128,"too long to deliver, poor quality run small.",22128,2,0
323,22129,Ordered a large and it was the size of a small shirt.,22129,2,1
324,22131,"It came on time and as described , HOWEVER it broke in 2 weeks .",22131,2,-1
325,22131,The straps slowly started to brake one by one until the straps came off completely.,22131,2,3
326,22131,"the zipper doesn't work well , itll only zip some of it and both zippers popped off .",22131,2,3
327,22131,the outside pockets on the side (black) made bigger holes if you put any pens/pencils in it,22131,2,3
328,22132,It runs very small.,22132,2,1
330,22132,It is also very short.,22132,2,1
331,22132,I bought this item twice and it still didn't fit.,22132,2,1
332,22132,The material is very nice and it is a pretty dress.,22132,2,3
333,22132,Wishes they ran in much bigger sizes.,22132,2,1
334,22133,Good design however way to small evenif an xxl is ordered,22133,2,1
335,22135,"Way too small, and the fabric is much thinner than I was expecting.",22135,2,1
336,22136,Design ruined by their cheesy logo stuck in an awkward spot.,22136,2,2
337,22137,"They hurt my feet, i had to return them.",22137,2,1
339,22138,Received 4 red mittens instead of the 6 color variety as promised and outlined in listing.,22138,2,-1
340,22138,Seller originally was communicating with me on getting me the missing mittens but has since gone radio silent.,22138,2,0
341,22138,I would not recommend this item if you are expecting 6 different colors.,22138,2,-1
342,22139,"Although the size and measurements were what I needed, It was much smaller than I expected...sleeves were very snug, and could barely pull i over my chest.",22139,2,1
343,22139,I guess the cut was a bit off.,22139,2,1
344,22139,"I will use it for a gift as it is too small for me and the XL is only slightly bigger, so it will be snug as well.",22139,2,1
345,22139,"will not order from this merchant unless I drop 30  pounds, which is unlikely",22139,2,1
346,22140,"Way too small, it's cute though,  I wish it fit.",22140,2,1
347,22141,I bought a couple of these two of them broke as soon as we put them on,22141,2,3
348,22142,These were 18g and they were about 12mm wide.,22142,2,1
349,22142,They were too big on my nose and I down sized to 20g.,22142,2,1
350,22143,I was excited to receive my socks then I noticed the socks weren't the same color as they are in the picture.,22143,2,2
351,22143,They are a light green instead on a darkish green.,22143,2,2
352,22143,The light green ends up making the socks look very weird.,22143,2,2
353,22144,Product seems we're very messed up - sending back!,22144,2,-1
354,22145,Sleeves are too small.,22145,2,1
355,22145,"The cut is described as slim it, it should read more like shrink wrap.",22145,2,1
356,22145,When considering this product note: order two to three sizes up from what you would normally wear.,22145,2,1
357,22145,The cufflink buttons are also very cheap and are hard to unbutton.,22145,2,3
358,22146,I usually love PattiBoutik but this dress was a bit of a bummer.,22146,2,-1
359,22146,It was really tight and the fabric was scratchy (think wool socks).,22146,2,3
360,22146,The dress is also really short (it covered my butt with only a few inches to spare).,22146,2,1
361,22146,I usually wear a medium in their shirts but the medium dress was really snug and uncomfortable in the arms.,22146,2,1
362,22147,It's pretty but i got it for myself and its small like it would fit a Child.,22147,2,1
363,22147,i put it on and it was like a choker on me if you like that kind of look,22147,2,1
364,22148,"I ordered this because I needed a white purse to match my shoes but it is more of a tan color, Not white!",22148,2,2
365,22148,I ordered a different one and I hope this one will be white!,22148,2,2
366,22149,Cute but sized way too small.,22149,2,1
367,22149,"Bought a 7, fits like a 5.",22149,2,1
368,22150,I was very disappointed in this dress.,22150,2,-1
370,22150,Going to make it into a dust rag.,22150,2,-1
371,22150,It works better as that than a dress.,22150,2,-1
372,22151,The sizing chart is way off.,22151,2,1
373,22151,This shirt was so small it wouldn't even fit over my head.,22151,2,1
374,22151,Can't return it because it comes from China and took over a month to receive it and is to expense to ship back.,22151,2,0
375,22151,Lesson learned to never order anything from over seas.,22151,2,0
376,22151,Where is all the American made things?,22151,2,-1
377,22152,"I bought these to wear on a daily basis, but after a week I had to take them out.",22152,2,-1
378,22152,Recently they rubbed off and then turned my ears green.,22152,2,3
379,22152,"Nice to wear for a couple of hours, not so nice if you want them as a regular wear.",22152,2,3
380,22153,These would have been the perfect color for a costume I need if they fit.,22153,2,-1
381,22153,They are a good length but you would have to be a twig to squeeze into these leggings.,22153,2,1
382,22154,"It fits the description, but they are ugly..super thick and a weird material.",22154,2,3
383,22154,They will sit in my closet til I can give them away.rough itchy material,22154,2,3
384,22156,Make sure you wash alone inside out...I washed it once and now it is unwearable due to fading...she had worn it once!!!!!,22156,2,3
385,22157,Was too big in bust area and too short.,22157,2,1
386,22157,"I am 5'6"" and the waist band part didn't lay where it should and if I pulled it up to there it was a little to short.",22157,2,1
387,22157,It is silky soft just not proportionate.,22157,2,3
388,22158,"The lace was nice and stretchy, and it really could face been cute, but the collar didn't even wrap the whole way around the neck, and the button to hold it together didn't really do its job...",22158,2,3
389,22158,"There were loops of thread sticking out, as well.",22158,2,3
390,22158,"I suppose these things can be fixed by a tailor, or yourself if you know anything about sewing, and if so, go for it!",22158,2,-1
391,22158,"But otherwise, I don't recommend it.",22158,2,-1
392,22159,"They were beautiful, perfect weight, just right purple color but way too small.",22159,2,-1
393,22159,"I was very disappointed in the fit, so I returned them.",22159,2,-1
394,22159,I ordered 2 other pairs feim 2 other vendors and their size charts were spot on.,22159,2,1
395,22159,This vendor should revisit its size chart.,22159,2,1
396,22160,"Color & style are nice, but not the material I expected.",22160,2,-1
397,22160,Kind of cheap looking,22160,2,3
399,22161,Cheap material broke when I was trying to put it on,22161,2,3
400,22163,I ordered a medium- fit more like a large.,22163,2,1
401,22163,I think I'll like the outfit more once I get it taken in so that it fits properly.,22163,2,1
402,22164,It was much smaller than expected.,22164,2,1
404,22164,Print and fabric very nice.,22164,2,3
405,22164,I ordered XL but it fits my daughter who is a medium.,22164,2,1
406,22165,Size runs smaller than it should,22165,2,1
407,22166,too small and I did not like the material,22166,2,1
408,22167,I don't like.the material  and  it was too long,22167,2,-1
409,22168,It looks like a Halloween costume because of the thin & stretchy material.,22168,2,3
410,22168,I've had it for a few months and still haven't wore it.,22168,2,-1
411,22169,Very tight and uncomfortable and quality lacking .. very thin material,22169,2,3
412,22170,The sizing of the shirt is wrong this shirt is to short,22170,2,1
413,22171,FIRST AND FOREMOST THE SHIRT IS NOT BLACK!!,22171,2,2
414,22171,I received a navy blue plaid shirt which instantly threw me off.,22171,2,2
415,22171,I have purchased this to wear over a number of black outfits for a upcoming trip and sadly now I can't because it doesn't match.,22171,2,2
416,22171,"As for the fit I am 5'0, 160 pounds.",22171,2,1
417,22171,Length wise it was perfect and it fit on the arms but it was just a step away from being too tight.,22171,2,1
418,22171,It does say one size fits all but I would advise anyone with larger arms/wears bigger than a medium in tops not to buy it.,22171,2,1
419,22171,Plus it isn't the right color.,22171,2,2
420,22172,"Two small in the crotch, also ripped in the crotch.",22172,2,1
421,22173,The product does look like the picture and the price was great.,22173,2,3
422,22173,I just was upset to see how thin the material is.,22173,2,3
423,22173,Its not something you could wear in a pool or out for that matter.,22173,2,3
424,22173,I was so upset because after I received this swim suit I didn't have time to find another.,22173,2,-1
425,22173,The only reason I didn't give it one star is because I got exactly what I paid for.,22173,2,-1
426,22173,I wish I would've just spent more money to get something with a better quality.,22173,2,3
427,22174,I bought 5 of them and was very disappointed.,22174,2,-1
428,22174,"Nothing to give an adult, might be good for children, but frankly would not waste your money.",22174,2,3
429,22176,Shipping took a while because it was coming from China.,22176,2,0
430,22176,I received it and the colors were correct (I got the tan color).,22176,2,2
431,22176,I ordered XXL 35-36 waist 46 in the hips.,22176,2,1
432,22176,Everything fits except the waist was baggy.,22176,2,1
433,22176,The material is stretchy.,22176,2,3
434,22176,It feels like a thick t shirt.,22176,2,3
